ALG	DATA SET	PLEN	IT	EJECTIME	NCOM
BMH	BINA.txt	16	7	0.013049	826064
BMH	BINA.txt	16	8	0.025076	1502034
BMH	BINA.txt	16	9	0.024188	1498821
BMH	BINA.txt	16	10	0.005524	333292
BMH	BINA.txt	16	11	0.025071	1499096
BMH	BINA.txt	16	12	0.025060	1502645
BMH	BINA.txt	16	13	0.024138	1498158
BMH	BINA.txt	16	14	0.025069	1502593
BMH	BINA.txt	16	15	0.024193	1499291
BMH	BINA.txt	16	16	0.025068	1502587
BMH	BINA.txt	16	17	0.024142	1499152
BMH	BINA.txt	16	18	0.011321	711440
BMH	BINA.txt	16	19	0.025076	1502214
BMH	BINA.txt	16	20	0.019913	1187106
BMH	BINA.txt	16	21	0.025029	1500253
BMH	BINA.txt	16	22	0.019874	1187891
BMH	BINA.txt	16	23	0.025147	1502742
BMH	BINA.txt	16	24	0.013762	823342
BMH	BINA.txt	16	25	0.024175	1499369
BMH	BINA.txt	16	26	0.024129	1498409
BMH	BINA.txt	16	27	0.024216	1499503
BMH	BINA.txt	16	28	0.025049	1502547
BMH	BINA.txt	16	29	0.011814	709345
BMH	BINA.txt	16	30	0.015514	977383
BMH	BINA.txt	16	31	0.024141	1498874
BMH	BINA.txt	16	32	0.012991	821824
BMH	BINA.txt	16	33	0.025079	1499075
BMH	BINA.txt	16	34	0.019871	1187345
BMH	BINA.txt	16	35	0.015535	977507
BMH	BINA.txt	16	36	0.019887	1188727
BMH	BINA.txt	16	37	0.025052	1502202
BMH	BINA.txt	16	38	0.024197	1498874
BMH	BINA.txt	16	39	0.019033	1189425
BMH	BINA.txt	16	40	0.019881	1188219
BMH	BINA.txt	16	41	0.019868	1187428
BMH	BINA.txt	16	42	0.019886	1188143
BMH	BINA.txt	16	43	0.015492	972630
BMH	BINA.txt	16	44	0.018986	1189381
BMH	BINA.txt	16	45	0.024194	1499706
BMH	BINA.txt	16	46	0.016287	974670
BMH	BINA.txt	16	47	0.013709	823225
BMH	BINA.txt	16	48	0.016286	974634
BMH	BINA.txt	16	49	0.013757	822956
BMH	BINA.txt	16	50	0.009203	555278
BMH	BINA.txt	16	51	0.019882	1188410
BMH	BINA.txt	16	52	0.024088	1498622
BMH	BINA.txt	16	53	0.025063	1502493
BMH	BINA.txt	16	54	0.025065	1499473
BMH	BINA.txt	16	55	0.015519	977679
BMH	BINA.txt	16	56	0.009234	554265
BMH	BINA.txt	16	57	0.024120	1499125
BMH	BINA.txt	16	58	0.025048	1502352
BMH	BINA.txt	16	59	0.025096	1502354
BMH	BINA.txt	16	60	0.025118	1502034
BMH	BINA.txt	16	61	0.019888	1188460
BMH	BINA.txt	16	62	0.016324	975374
BMH	BINA.txt	16	63	0.018983	1189246
BMH	BINA.txt	16	64	0.025071	1499627
BMH	BINA.txt	16	65	0.018980	1188949
BMH	BINA.txt	16	66	0.025078	1500510
BMH	BINA.txt	16	67	0.013047	825937
BMH	BINA.txt	16	68	0.025070	1501764
BMH	BINA.txt	16	69	0.024144	1498721
BMH	BINA.txt	16	70	0.018981	1188036
BMH	BINA.txt	16	71	0.019934	1187528
BMH	BINA.txt	16	72	0.009956	627462
BMH	BINA.txt	16	73	0.019868	1187291
BMH	BINA.txt	16	74	0.025075	1498712
BMH	BINA.txt	16	75	0.025073	1501997
BMH	BINA.txt	16	76	0.019892	1187670
BMH	BINA.txt	16	77	0.024169	1498687
BMH	BINA.txt	16	78	0.018960	1186493
BMH	BINA.txt	16	79	0.019040	1189307
BMH	BINA.txt	16	80	0.024244	1498640
BMH	BINA.txt	16	81	0.016311	975102
BMH	BINA.txt	16	82	0.025022	1499241
BMH	BINA.txt	16	83	0.013705	822901
BMH	BINA.txt	16	84	0.016360	975374
BMH	BINA.txt	16	85	0.025054	1502407
BMH	BINA.txt	16	86	0.025112	1502399
BMH	BINA.txt	16	87	0.019875	1187875
BMH	BINA.txt	16	88	0.018981	1187923
BMH	BINA.txt	16	89	0.025091	1502504
BMH	BINA.txt	16	90	0.025117	1502642
BMH	BINA.txt	16	91	0.025072	1501874
BMH	BINA.txt	16	92	0.025049	1502780
BMH	BINA.txt	16	93	0.019933	1188357
BMH	BINA.txt	16	94	0.018980	1188157
BMH	BINA.txt	16	95	0.016356	975433
BMH	BINA.txt	16	96	0.013712	823277
BMH	BINA.txt	16	97	0.024140	1498968
BMH	BINA.txt	16	98	0.024210	1499250
BMH	BINA.txt	16	99	0.025015	1499817
BMH	BINA.txt	32	0	0.024157	1499489
BMH	BINA.txt	32	1	0.018979	1188241
BMH	BINA.txt	32	2	0.016309	975244
BMH	BINA.txt	32	3	0.019934	1188718
BMH	BINA.txt	32	4	0.024127	1498209
BMH	BINA.txt	32	5	0.025047	1502701
BMH	BINA.txt	32	6	0.024109	1498393
BMH	BINA.txt	32	7	0.016287	974494
BMH	BINA.txt	32	8	0.013094	825961
BMH	BINA.txt	32	9	0.016288	974768
BMH	BINA.txt	32	10	0.019882	1187871
BMH	BINA.txt	32	11	0.025020	1498853
BMH	BINA.txt	32	12	0.025027	1500276
BMH	BINA.txt	32	13	0.016336	974638
BMH	BINA.txt	32	14	0.009861	621107
BMH	BINA.txt	32	15	0.009857	621116
BMH	BINA.txt	32	16	0.018986	1189316
BMH	BINA.txt	32	17	0.025033	1499272
BMH	BINA.txt	32	18	0.013707	822936
BMH	BINA.txt	32	19	0.025166	1502789
BMH	BINA.txt	32	20	0.025025	1500177
BMH	BINA.txt	32	21	0.019009	1186756
BMH	BINA.txt	32	22	0.010320	622470
BMH	BINA.txt	32	23	0.013712	822777
BMH	BINA.txt	32	24	0.025070	1502837
BMH	BINA.txt	32	25	0.025069	1498757
BMH	BINA.txt	32	26	0.019022	1187665
BMH	BINA.txt	32	27	0.025022	1498820
BMH	BINA.txt	32	28	0.025081	1502511
BMH	BINA.txt	32	29	0.019040	1189259
BMH	BINA.txt	32	30	0.025122	1502281
BMH	BINA.txt	32	31	0.019936	1188562
BMH	BINA.txt	32	32	0.024083	1498233
BMH	BINA.txt	32	33	0.019890	1188723
BMH	BINA.txt	32	34	0.019021	1186792
BMH	BINA.txt	32	35	0.025057	1498806
BMH	BINA.txt	32	36	0.018975	1187569
BMH	BINA.txt	32	37	0.025067	1502750
BMH	BINA.txt	32	38	0.011781	709661
BMH	BINA.txt	32	39	0.025126	1502332
BMH	BINA.txt	32	40	0.019868	1187231
BMH	BINA.txt	32	41	0.024127	1498382
BMH	BINA.txt	32	42	0.018984	1189380
BMH	BINA.txt	32	43	0.025058	1499621
BMH	BINA.txt	32	44	0.016314	975358
BMH	BINA.txt	32	45	0.024157	1499838
BMH	BINA.txt	32	46	0.019010	1189186
BMH	BINA.txt	32	47	0.025159	1500199
BMH	BINA.txt	32	48	0.025087	1498530
BMH	BINA.txt	32	49	0.015519	977572
BMH	BINA.txt	32	50	0.025072	1500388
BMH	BINA.txt	32	51	0.018964	1186970
BMH	BINA.txt	32	52	0.013705	822933
BMH	BINA.txt	32	53	0.025078	1500578
BMH	BINA.txt	32	54	0.015537	977386
BMH	BINA.txt	32	55	0.024203	1499371
BMH	BINA.txt	32	56	0.025049	1502560
BMH	BINA.txt	32	57	0.024162	1499248
BMH	BINA.txt	32	58	0.011828	709569
BMH	BINA.txt	32	59	0.024089	1498628
BMH	BINA.txt	32	60	0.015479	972514
BMH	BINA.txt	32	61	0.016280	973412
BMH	BINA.txt	32	62	0.024143	1499160
BMH	BINA.txt	32	63	0.013705	823086
BMH	BINA.txt	32	64	0.025069	1500024
BMH	BINA.txt	32	65	0.025115	1502257
BMH	BINA.txt	32	66	0.009193	554254
BMH	BINA.txt	32	67	0.025078	1502391
BMH	BINA.txt	32	68	0.018961	1186575
BMH	BINA.txt	32	69	0.024148	1499067
BMH	BINA.txt	32	70	0.025067	1500656
BMH	BINA.txt	32	71	0.018981	1188183
BMH	BINA.txt	32	72	0.019877	1188063
BMH	BINA.txt	32	73	0.019934	1188441
BMH	BINA.txt	32	74	0.024150	1498923
BMH	BINA.txt	32	75	0.011850	710591
BMH	BINA.txt	32	76	0.016307	975095
BMH	BINA.txt	32	77	0.019886	1188443
BMH	BINA.txt	32	78	0.018961	1186578
BMH	BINA.txt	32	79	0.015574	977485
BMH	BINA.txt	32	80	0.013705	822907
BMH	BINA.txt	32	81	0.024135	1498731
BMH	BINA.txt	32	82	0.024169	1498705
BMH	BINA.txt	32	83	0.025030	1498902
BMH	BINA.txt	32	84	0.019012	1187108
BMH	BINA.txt	32	85	0.013704	822895
BMH	BINA.txt	32	86	0.019931	1188604
BMH	BINA.txt	32	87	0.025063	1502929
BMH	BINA.txt	32	88	0.019884	1188486
BMH	BINA.txt	32	89	0.024180	1498555
BMH	BINA.txt	32	90	0.018983	1189204
BMH	BINA.txt	32	91	0.025084	1499391
BMH	BINA.txt	32	92	0.025045	1502168
BMH	BINA.txt	32	93	0.025076	1500542
BMH	BINA.txt	32	94	0.024105	1498796
BMH	BINA.txt	32	95	0.024093	1498730
BMH	BINA.txt	32	96	0.025080	1502349
BMH	BINA.txt	32	97	0.024114	1498784
BMH	BINA.txt	32	98	0.019044	1189553
BMH	BINA.txt	32	99	0.024089	1498548
BMH	BINA.txt	64	0	0.018989	1188355
BMH	BINA.txt	64	1	0.018990	1188128
BMH	BINA.txt	64	2	0.024142	1498347
BMH	BINA.txt	64	3	0.019896	1188074
BMH	BINA.txt	64	4	0.019902	1188243
BMH	BINA.txt	64	5	0.016317	975100
BMH	BINA.txt	64	6	0.015473	972388
BMH	BINA.txt	64	7	0.025078	1502094
BMH	BINA.txt	64	8	0.010426	625408
BMH	BINA.txt	64	9	0.010371	625205
BMH	BINA.txt	64	10	0.011788	709643
BMH	BINA.txt	64	11	0.019910	1187672
BMH	BINA.txt	64	12	0.025056	1502252
BMH	BINA.txt	64	13	0.024138	1498409
BMH	BINA.txt	64	14	0.024200	1498779
BMH	BINA.txt	64	15	0.019027	1189171
BMH	BINA.txt	64	16	0.019887	1187104
BMH	BINA.txt	64	17	0.024147	1499147
BMH	BINA.txt	64	18	0.024276	1499378
BMH	BINA.txt	64	19	0.011274	711226
BMH	BINA.txt	64	20	0.013055	825956
BMH	BINA.txt	64	21	0.019901	1188327
BMH	BINA.txt	64	22	0.019883	1187361
BMH	BINA.txt	64	23	0.025024	1498662
BMH	BINA.txt	64	24	0.024203	1498757
BMH	BINA.txt	64	25	0.016319	975215
BMH	BINA.txt	64	26	0.025102	1502715
BMH	BINA.txt	64	27	0.011275	711245
BMH	BINA.txt	64	28	0.011844	711019
BMH	BINA.txt	64	29	0.024158	1498382
BMH	BINA.txt	64	30	0.024096	1498375
BMH	BINA.txt	64	31	0.016290	973426
BMH	BINA.txt	64	32	0.013726	823127
BMH	BINA.txt	64	33	0.015461	972244
BMH	BINA.txt	64	34	0.024099	1498766
BMH	BINA.txt	64	35	0.025070	1500076
BMH	BINA.txt	64	36	0.019039	1189302
BMH	BINA.txt	64	37	0.024092	1498113
BMH	BINA.txt	64	38	0.025040	1499543
BMH	BINA.txt	64	39	0.015523	977689
BMH	BINA.txt	64	40	0.025081	1500390
BMH	BINA.txt	64	41	0.019022	1187873
BMH	BINA.txt	64	42	0.025024	1500311
BMH	BINA.txt	64	43	0.025091	1502452
BMH	BINA.txt	64	44	0.019048	1189375
BMH	BINA.txt	64	45	0.016323	975443
BMH	BINA.txt	64	46	0.019902	1188387
BMH	BINA.txt	64	47	0.018986	1189181
BMH	BINA.txt	64	48	0.024158	1498936
BMH	BINA.txt	64	49	0.019036	1188367
BMH	BINA.txt	64	50	0.019885	1187434
BMH	BINA.txt	64	51	0.015580	977560
BMH	BINA.txt	64	52	0.024129	1498898
BMH	BINA.txt	64	53	0.024161	1499691
BMH	BINA.txt	64	54	0.025070	1500147
BMH	BINA.txt	64	55	0.024207	1499113
BMH	BINA.txt	64	56	0.011234	708472
BMH	BINA.txt	64	57	0.025065	1502668
BMH	BINA.txt	64	58	0.025082	1502143
BMH	BINA.txt	64	59	0.024141	1498204
BMH	BINA.txt	64	60	0.011785	709483
BMH	BINA.txt	64	61	0.025134	1502295
BMH	BINA.txt	64	62	0.024140	1498624
BMH	BINA.txt	64	63	0.025099	1498921
BMH	BINA.txt	64	64	0.019884	1187229
BMH	BINA.txt	64	65	0.019931	1187343
BMH	BINA.txt	64	66	0.025081	1502209
BMH	BINA.txt	64	67	0.019911	1188951
BMH	BINA.txt	64	68	0.019031	1188049
BMH	BINA.txt	64	69	0.025017	1499755
BMH	BINA.txt	64	70	0.013764	823151
BMH	BINA.txt	64	71	0.016291	973616
BMH	BINA.txt	64	72	0.025081	1502262
BMH	BINA.txt	64	73	0.016326	975544
BMH	BINA.txt	64	74	0.019037	1189431
BMH	BINA.txt	64	75	0.013051	826082
BMH	BINA.txt	64	76	0.011785	709495
BMH	BINA.txt	64	77	0.013712	822948
BMH	BINA.txt	64	78	0.024155	1498864
BMH	BINA.txt	64	79	0.018991	1189281
BMH	BINA.txt	64	80	0.024165	1498780
BMH	BINA.txt	64	81	0.024142	1498243
BMH	BINA.txt	64	82	0.019899	1188430
BMH	BINA.txt	64	83	0.008828	555324
BMH	BINA.txt	64	84	0.015453	972940
BMH	BINA.txt	64	85	0.024197	1498623
BMH	BINA.txt	64	86	0.025100	1502601
BMH	BINA.txt	64	87	0.016285	973188
BMH	BINA.txt	64	88	0.019909	1187649
BMH	BINA.txt	64	89	0.018966	1186766
BMH	BINA.txt	64	90	0.024143	1498398
BMH	BINA.txt	64	91	0.019902	1188151
BMH	BINA.txt	64	92	0.025062	1502107
BMH	BINA.txt	64	93	0.015452	972733
BMH	BINA.txt	64	94	0.024162	1499111
BMH	BINA.txt	64	95	0.024201	1498793
BMH	BINA.txt	64	96	0.016288	973430
BMH	BINA.txt	64	97	0.025052	1502233
BMH	BINA.txt	64	98	0.024108	1498955
BMH	BINA.txt	64	99	0.012996	821905
BMH	BINA.txt	128	0	0.008024	501531
BMH	BINA.txt	128	1	0.024105	1498522
BMH	BINA.txt	128	2	0.015538	977468
BMH	BINA.txt	128	3	0.025065	1502738
BMH	BINA.txt	128	4	0.019905	1188140
BMH	BINA.txt	128	5	0.019047	1189207
BMH	BINA.txt	128	6	0.015539	977533
BMH	BINA.txt	128	7	0.019038	1189319
BMH	BINA.txt	128	8	0.024114	1498048
BMH	BINA.txt	128	9	0.018964	1186453
BMH	BINA.txt	128	10	0.011811	710727
BMH	BINA.txt	128	11	0.024163	1498336
BMH	BINA.txt	128	12	0.025088	1502604
BMH	BINA.txt	128	13	0.013713	822961
BMH	BINA.txt	128	14	0.016294	974493
BMH	BINA.txt	128	15	0.025075	1502554
BMH	BINA.txt	128	16	0.024313	1499583
BMH	BINA.txt	128	17	0.025075	1500185
BMH	BINA.txt	128	18	0.025050	1502477
BMH	BINA.txt	128	19	0.016322	975241
BMH	BINA.txt	128	20	0.015538	977489
BMH	BINA.txt	128	21	0.013764	823122
BMH	BINA.txt	128	22	0.025120	1502761
BMH	BINA.txt	128	23	0.024144	1498810
BMH	BINA.txt	128	24	0.024169	1498659
BMH	BINA.txt	128	25	0.025081	1500420
BMH	BINA.txt	128	26	0.025068	1502861
BMH	BINA.txt	128	27	0.011831	709430
BMH	BINA.txt	128	28	0.019897	1188222
BMH	BINA.txt	128	29	0.024167	1499669
BMH	BINA.txt	128	30	0.025145	1502432
BMH	BINA.txt	128	31	0.025065	1499811
BMH	BINA.txt	128	32	0.024096	1498335
BMH	BINA.txt	128	33	0.019881	1187196
BMH	BINA.txt	128	34	0.010324	622616
BMH	BINA.txt	128	35	0.025130	1502485
BMH	BINA.txt	128	36	0.018966	1186880
BMH	BINA.txt	128	37	0.016369	975416
BMH	BINA.txt	128	38	0.025074	1502543
BMH	BINA.txt	128	39	0.025064	1502767
BMH	BINA.txt	128	40	0.024260	1499654
BMH	BINA.txt	128	41	0.025133	1502000
BMH	BINA.txt	128	42	0.019903	1188412
BMH	BINA.txt	128	43	0.024160	1499254
BMH	BINA.txt	128	44	0.025114	1502843
BMH	BINA.txt	128	45	0.024206	1499603
BMH	BINA.txt	128	46	0.025030	1500195
BMH	BINA.txt	128	47	0.019898	1188212
BMH	BINA.txt	128	48	0.011815	711085
BMH	BINA.txt	128	49	0.019039	1189224
BMH	BINA.txt	128	50	0.025099	1502044
BMH	BINA.txt	128	51	0.019918	1188438
BMH	BINA.txt	128	52	0.019909	1188277
BMH	BINA.txt	128	53	0.018964	1186481
BMH	BINA.txt	128	54	0.025074	1499972
BMH	BINA.txt	128	55	0.024201	1499071
BMH	BINA.txt	128	56	0.019888	1187591
BMH	BINA.txt	128	57	0.011275	711193
BMH	BINA.txt	128	58	0.025051	1502616
BMH	BINA.txt	128	59	0.019950	1188615
BMH	BINA.txt	128	60	0.025035	1501002
BMH	BINA.txt	128	61	0.024157	1498968
BMH	BINA.txt	128	62	0.018982	1187889
BMH	BINA.txt	128	63	0.024145	1498621
BMH	BINA.txt	128	64	0.018978	1186909
BMH	BINA.txt	128	65	0.025068	1498573
BMH	BINA.txt	128	66	0.024159	1498960
BMH	BINA.txt	128	67	0.016295	974624
BMH	BINA.txt	128	68	0.015570	977734
BMH	BINA.txt	128	69	0.025027	1498904
BMH	BINA.txt	128	70	0.024209	1499464
BMH	BINA.txt	128	71	0.024143	1498216
BMH	BINA.txt	128	72	0.016322	975322
BMH	BINA.txt	128	73	0.019940	1187881
BMH	BINA.txt	128	74	0.018964	1186612
BMH	BINA.txt	128	75	0.019966	1188146
BMH	BINA.txt	128	76	0.019903	1187973
BMH	BINA.txt	128	77	0.016334	975160
BMH	BINA.txt	128	78	0.019050	1189199
BMH	BINA.txt	128	79	0.019897	1187627
BMH	BINA.txt	128	80	0.024174	1498028
BMH	BINA.txt	128	81	0.025082	1502195
BMH	BINA.txt	128	82	0.016318	975242
BMH	BINA.txt	128	83	0.019947	1188367
BMH	BINA.txt	128	84	0.025038	1499316
BMH	BINA.txt	128	85	0.019942	1188233
BMH	BINA.txt	128	86	0.024181	1499296
BMH	BINA.txt	128	87	0.013006	821622
BMH	BINA.txt	128	88	0.024208	1498813
BMH	BINA.txt	128	89	0.019887	1187090
BMH	BINA.txt	128	90	0.025079	1500134
BMH	BINA.txt	128	91	0.025019	1498313
BMH	BINA.txt	128	92	0.019893	1188069
BMH	BINA.txt	128	93	0.024209	1499184
BMH	BINA.txt	128	94	0.019962	1187704
BMH	BINA.txt	128	95	0.013730	822976
BMH	BINA.txt	128	96	0.024130	1498991
BMH	BINA.txt	128	97	0.025104	1500166
BMH	BINA.txt	128	98	0.019114	1189362
BMH	BINA.txt	128	99	0.012998	821866
BF	RDNA.txt	4	0	0.018525	1352400
BF	RDNA.txt	4	1	0.019116	1370225
BF	RDNA.txt	4	2	0.018521	1346500
BF	RDNA.txt	4	3	0.017186	1318850
BF	RDNA.txt	4	4	0.018265	1331642
BF	RDNA.txt	4	5	0.018386	1336094
BF	RDNA.txt	4	6	0.017985	1370398
BF	RDNA.txt	4	7	0.017484	1358393
BF	RDNA.txt	4	8	0.017921	1382220
BF	RDNA.txt	4	9	0.017090	1321874
BF	RDNA.txt	4	10	0.018527	1352400
BF	RDNA.txt	4	11	0.018051	1330754
BF	RDNA.txt	4	12	0.017956	1325833
BF	RDNA.txt	4	13	0.018254	1328192
BF	RDNA.txt	4	14	0.018110	1330754
BF	RDNA.txt	4	15	0.018414	1335935
BF	RDNA.txt	4	16	0.018364	1335935
BF	RDNA.txt	4	17	0.017164	1318850
BF	RDNA.txt	4	18	0.017790	1320635
BF	RDNA.txt	4	19	0.018633	1355908
BF	RDNA.txt	4	20	0.018687	1352552
BF	RDNA.txt	4	21	0.018595	1346500
BF	RDNA.txt	4	22	0.018711	1355908
BF	RDNA.txt	4	23	0.017520	1343846
BF	RDNA.txt	4	24	0.018097	1320103
BF	RDNA.txt	4	25	0.019211	1371868
BF	RDNA.txt	4	26	0.018386	1328659
BF	RDNA.txt	4	27	0.017323	1324897
BF	RDNA.txt	4	28	0.018035	1370398
BF	RDNA.txt	4	29	0.017868	1382220
BF	RDNA.txt	4	30	0.017407	1298663
BF	RDNA.txt	4	31	0.018194	1329471
BF	RDNA.txt	4	32	0.018083	1326014
BF	RDNA.txt	4	33	0.017857	1320635
BF	RDNA.txt	4	34	0.017809	1320635
BF	RDNA.txt	4	35	0.019170	1370225
BF	RDNA.txt	4	36	0.018680	1348693
BF	RDNA.txt	4	37	0.018076	1327702
BF	RDNA.txt	4	38	0.018471	1337015
BF	RDNA.txt	4	39	0.018102	1326014
BF	RDNA.txt	4	40	0.019187	1374360
BF	RDNA.txt	4	41	0.018012	1370398
BF	RDNA.txt	4	42	0.018659	1352552
BF	RDNA.txt	4	43	0.018324	1331042
BF	RDNA.txt	4	44	0.018202	1326709
BF	RDNA.txt	4	45	0.017495	1301155
BF	RDNA.txt	4	46	0.018415	1336094
BF	RDNA.txt	4	47	0.017284	1323575
BF	RDNA.txt	4	48	0.017885	1321534
BF	RDNA.txt	4	49	0.017980	1307724
BF	RDNA.txt	4	50	0.019164	1370225
BF	RDNA.txt	4	51	0.018321	1326709
BF	RDNA.txt	4	52	0.017521	1343846
BF	RDNA.txt	4	53	0.017327	1324738
BF	RDNA.txt	4	54	0.018600	1346500
BF	RDNA.txt	4	55	0.018518	1335935
BF	RDNA.txt	4	56	0.018653	1352552
BF	RDNA.txt	4	57	0.017256	1323575
BF	RDNA.txt	4	58	0.018775	1353264
BF	RDNA.txt	4	59	0.018341	1328192
BF	RDNA.txt	4	60	0.018808	1355908
BF	RDNA.txt	4	61	0.017923	1320635
BF	RDNA.txt	4	62	0.017727	1309032
BF	RDNA.txt	4	63	0.016848	1307076
BF	RDNA.txt	4	64	0.016990	1324442
BF	RDNA.txt	4	65	0.017329	1324897
BF	RDNA.txt	4	66	0.018257	1328192
BF	RDNA.txt	4	67	0.018514	1352552
BF	RDNA.txt	4	68	0.017647	1349475
BF	RDNA.txt	4	69	0.017211	1321398
BF	RDNA.txt	4	70	0.018246	1326709
BF	RDNA.txt	4	71	0.017934	1307724
BF	RDNA.txt	4	72	0.017695	1308741
BF	RDNA.txt	4	73	0.019258	1371868
BF	RDNA.txt	4	74	0.017813	1320635
BF	RDNA.txt	4	75	0.018556	1352552
BF	RDNA.txt	4	76	0.017283	1324738
BF	RDNA.txt	4	77	0.017564	1343846
BF	RDNA.txt	4	78	0.017918	1321534
BF	RDNA.txt	4	79	0.017332	1323575
BF	RDNA.txt	4	80	0.017921	1307724
BF	RDNA.txt	4	81	0.018412	1337015
BF	RDNA.txt	4	82	0.018039	1327702
BF	RDNA.txt	4	83	0.018419	1335935
BF	RDNA.txt	4	84	0.018333	1331642
BF	RDNA.txt	4	85	0.018065	1326014
BF	RDNA.txt	4	86	0.017626	1349475
BF	RDNA.txt	4	87	0.017969	1307583
BF	RDNA.txt	4	88	0.018210	1330754
BF	RDNA.txt	4	89	0.017494	1343846
BF	RDNA.txt	4	90	0.017563	1343846
BF	RDNA.txt	4	91	0.017905	1307524
BF	RDNA.txt	4	92	0.017224	1323575
BF	RDNA.txt	4	93	0.017223	1321398
BF	RDNA.txt	4	94	0.018838	1353264
BF	RDNA.txt	4	95	0.017862	1315795
BF	RDNA.txt	4	96	0.018469	1337015
BF	RDNA.txt	4	97	0.017921	1382220
BF	RDNA.txt	4	98	0.017922	1307724
BF	RDNA.txt	4	99	0.018266	1331642
BF	RDNA.txt	8	0	0.017874	1354729
BF	RDNA.txt	8	1	0.019349	1378766
BF	RDNA.txt	8	2	0.018093	1313495
BF	RDNA.txt	8	3	0.018598	1344611
BF	RDNA.txt	8	4	0.018620	1349984
BF	RDNA.txt	8	5	0.017838	1315352
BF	RDNA.txt	8	6	0.018381	1332388
BF	RDNA.txt	8	7	0.018459	1333426
BF	RDNA.txt	8	8	0.018895	1361908
BF	RDNA.txt	8	9	0.018256	1336531
BF	RDNA.txt	8	10	0.017709	1365781
BF	RDNA.txt	8	11	0.018391	1358201
BF	RDNA.txt	8	12	0.018793	1359952
BF	RDNA.txt	8	13	0.017995	1326689
BF	RDNA.txt	8	14	0.018064	1317061
BF	RDNA.txt	8	15	0.018915	1361559
BF	RDNA.txt	8	16	0.017878	1315137
BF	RDNA.txt	8	17	0.017379	1332425
BF	RDNA.txt	8	18	0.017991	1326436
BF	RDNA.txt	8	19	0.018428	1335488
BF	RDNA.txt	8	20	0.018099	1323121
BF	RDNA.txt	8	21	0.017387	1332814
BF	RDNA.txt	8	22	0.017890	1317711
BF	RDNA.txt	8	23	0.018759	1359773
BF	RDNA.txt	8	24	0.017728	1354372
BF	RDNA.txt	8	25	0.018336	1335885
BF	RDNA.txt	8	26	0.017644	1353128
BF	RDNA.txt	8	27	0.019280	1376027
BF	RDNA.txt	8	28	0.018296	1337660
BF	RDNA.txt	8	29	0.018137	1379717
BF	RDNA.txt	8	30	0.017959	1370305
BF	RDNA.txt	8	31	0.017356	1330548
BF	RDNA.txt	8	32	0.018476	1363128
BF	RDNA.txt	8	33	0.018776	1362275
BF	RDNA.txt	8	34	0.017745	1357508
BF	RDNA.txt	8	35	0.018533	1365358
BF	RDNA.txt	8	36	0.017922	1320033
BF	RDNA.txt	8	37	0.016876	1308600
BF	RDNA.txt	8	38	0.018040	1323200
BF	RDNA.txt	8	39	0.018493	1342690
BF	RDNA.txt	8	40	0.017707	1315033
BF	RDNA.txt	8	41	0.017132	1331341
BF	RDNA.txt	8	42	0.019263	1381625
BF	RDNA.txt	8	43	0.018010	1390275
BF	RDNA.txt	8	44	0.017386	1332804
BF	RDNA.txt	8	45	0.018237	1337578
BF	RDNA.txt	8	46	0.018494	1345108
BF	RDNA.txt	8	47	0.017478	1301838
BF	RDNA.txt	8	48	0.018072	1331877
BF	RDNA.txt	8	49	0.018399	1337759
BF	RDNA.txt	8	50	0.017622	1312085
BF	RDNA.txt	8	51	0.018121	1334278
BF	RDNA.txt	8	52	0.017426	1332085
BF	RDNA.txt	8	53	0.017777	1328258
BF	RDNA.txt	8	54	0.017678	1354806
BF	RDNA.txt	8	55	0.018037	1391382
BF	RDNA.txt	8	56	0.018412	1341633
BF	RDNA.txt	8	57	0.017691	1355227
BF	RDNA.txt	8	58	0.017509	1301723
BF	RDNA.txt	8	59	0.017348	1330430
BF	RDNA.txt	8	60	0.017889	1332933
BF	RDNA.txt	8	61	0.018010	1390380
BF	RDNA.txt	8	62	0.019265	1375121
BF	RDNA.txt	8	63	0.018678	1356472
BF	RDNA.txt	8	64	0.018304	1332456
BF	RDNA.txt	8	65	0.017684	1376019
BF	RDNA.txt	8	66	0.018055	1399657
BF	RDNA.txt	8	67	0.017919	1326680
BF	RDNA.txt	8	68	0.018757	1355528
BF	RDNA.txt	8	69	0.017710	1374592
BF	RDNA.txt	8	70	0.019157	1377120
BF	RDNA.txt	8	71	0.018373	1336717
BF	RDNA.txt	8	72	0.018660	1347926
BF	RDNA.txt	8	73	0.017884	1314816
BF	RDNA.txt	8	74	0.019411	1383006
BF	RDNA.txt	8	75	0.018550	1341420
BF	RDNA.txt	8	76	0.018845	1358607
BF	RDNA.txt	8	77	0.019450	1382319
BF	RDNA.txt	8	78	0.018074	1376424
BF	RDNA.txt	8	79	0.018067	1330214
BF	RDNA.txt	8	80	0.018847	1358770
BF	RDNA.txt	8	81	0.018834	1355730
BF	RDNA.txt	8	82	0.017356	1331032
BF	RDNA.txt	8	83	0.018005	1326278
BF	RDNA.txt	8	84	0.018859	1355274
BF	RDNA.txt	8	85	0.017566	1348779
BF	RDNA.txt	8	86	0.019396	1381935
BF	RDNA.txt	8	87	0.017384	1331970
BF	RDNA.txt	8	88	0.017347	1330422
BF	RDNA.txt	8	89	0.018073	1314059
BF	RDNA.txt	8	90	0.018172	1333704
BF	RDNA.txt	8	91	0.018009	1326689
BF	RDNA.txt	8	92	0.018108	1378259
